"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Otsoni [µg/m3]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]","Ilmanlaatuindeksi [1/5]"
"Helsinki Kallio 2","2022","10","7","10:00","47.2","14.9","8.4","1"
"Helsinki Kallio 2","2022","10","7","11:00","47.9","12.9","7.2","1"
"Helsinki Kallio 2","2022","10","7","12:00","51.5","12","6.2","1"
"Helsinki Kallio 2","2022","10","7","13:00","56.2","11.4","5.9","1"
"Helsinki Kallio 2","2022","10","7","14:00","58.9","11.8","6.7","1"
"Helsinki Kallio 2","2022","10","7","15:00","60","15","8","1"
"Helsinki Kallio 2","2022","10","7","16:00","60.9","15.5","9.7","2"
"Helsinki Kallio 2","2022","10","7","17:00","62.3","14.3","7.9","2"
"Helsinki Kallio 2","2022","10","7","18:00","63.4","13.3","7","2"
"Helsinki Kallio 2","2022","10","7","19:00","61.2","12.4","5.8","2"
"Helsinki Kallio 2","2022","10","7","20:00","56.5","11.9","5.6","1"
"Helsinki Kallio 2","2022","10","7","21:00","54.2","11.8","6.2","1"
"Helsinki Kallio 2","2022","10","7","22:00","60","10.7","5.7","1"
"Helsinki Kallio 2","2022","10","7","23:00","55.1","9.7","4.6","1"
"Helsinki Kallio 2","2022","10","8","00:00","55.7","10.1","5.3","1"
"Helsinki Kallio 2","2022","10","8","01:00","67.4","9.9","4.9","2"
"Helsinki Kallio 2","2022","10","8","02:00","64","11.3","5.5","2"
"Helsinki Kallio 2","2022","10","8","03:00","60.6","11.1","5.4","2"
"Helsinki Kallio 2","2022","10","8","04:00","64","10.6","5.2","2"
"Helsinki Kallio 2","2022","10","8","05:00","66.5","10.7","5.3","2"
"Helsinki Kallio 2","2022","10","8","06:00","69.7","10.2","5.2","2"
"Helsinki Kallio 2","2022","10","8","07:00","65.8","10.2","5.4","2"
"Helsinki Kallio 2","2022","10","8","08:00","60.4","10.5","6","2"
"Helsinki Kallio 2","2022","10","8","09:00","67.6","10.3","5.5","2"
"Helsinki Kallio 2","2022","10","8","10:00","66.1","9.9","5.4","2"
"Helsinki Kallio 2","2022","10","8","11:00","65.8","10.3","5.4","2"
"Helsinki Kallio 2","2022","10","8","12:00","66.2","10.4","5.8","2"
"Helsinki Kallio 2","2022","10","8","13:00","65.9","11.6","6.4","2"
"Helsinki Kallio 2","2022","10","8","14:00","62.4","12.5","7.5","2"
"Helsinki Kallio 2","2022","10","8","15:00","73","4.5","3.1","2"
"Helsinki Kallio 2","2022","10","8","16:00","74.7","2.8","2.5","2"
"Helsinki Kallio 2","2022","10","8","17:00","70.4","3.3","2.2","2"
"Helsinki Kallio 2","2022","10","8","18:00","66.8","3.4","2.7","2"
"Helsinki Kallio 2","2022","10","8","19:00","60.7","3.1","3.3","2"
"Helsinki Kallio 2","2022","10","8","20:00","56.1","4.6","3.5","1"
"Helsinki Kallio 2","2022","10","8","21:00","56.5","5.4","3.9","1"
"Helsinki Kallio 2","2022","10","8","22:00","54.9","6.2","4.6","1"
"Helsinki Kallio 2","2022","10","8","23:00","52.4","6.4","4.3","1"
"Helsinki Kallio 2","2022","10","9","00:00","51.1","6.9","4.5","1"
"Helsinki Kallio 2","2022","10","9","01:00","49.7","5.9","3.4","1"
"Helsinki Kallio 2","2022","10","9","02:00","49.9","6.2","3.7","1"
"Helsinki Kallio 2","2022","10","9","03:00","44.7","5.6","3.4","1"
"Helsinki Kallio 2","2022","10","9","04:00","39.6","5.2","3.5","1"
"Helsinki Kallio 2","2022","10","9","05:00","36.3","5.1","3.6","1"
"Helsinki Kallio 2","2022","10","9","06:00","34.1","4.8","3.9","1"
"Helsinki Kallio 2","2022","10","9","07:00","31","4.8","3.9","1"
"Helsinki Kallio 2","2022","10","9","08:00","27.7","4.1","3.8","1"
"Helsinki Kallio 2","2022","10","9","09:00","31.8","3.2","2.7","1"
"Helsinki Kallio 2","2022","10","9","10:00","35.8","3.3","3.4","1"
"Helsinki Kallio 2","2022","10","9","11:00","42.7","3.2","2.9","1"
"Helsinki Kallio 2","2022","10","9","12:00","48.6","3","2.6","1"
"Helsinki Kallio 2","2022","10","9","13:00","54","1.7","1","1"
"Helsinki Kallio 2","2022","10","9","14:00","56.9","1.9","2.2","1"
"Helsinki Kallio 2","2022","10","9","15:00","56.1","1.8","0.8","1"
"Helsinki Kallio 2","2022","10","9","16:00","55.6","0.8","1.5","1"
"Helsinki Kallio 2","2022","10","9","17:00","55.3","2.2","3.1","1"
"Helsinki Kallio 2","2022","10","9","18:00","52.8","2.6","1.8","1"
"Helsinki Kallio 2","2022","10","9","19:00","50.2","4.7","3.5","1"
"Helsinki Kallio 2","2022","10","9","20:00","48.2","4.9","3.5","1"
"Helsinki Kallio 2","2022","10","9","21:00","44.4","4.3","3.5","1"
"Helsinki Kallio 2","2022","10","9","22:00","42.1","5.3","4","1"
"Helsinki Kallio 2","2022","10","9","23:00","48.1","4.8","3","1"
"Helsinki Kallio 2","2022","10","10","00:00","53","4","2.9","1"
"Helsinki Kallio 2","2022","10","10","01:00","53.1","3.1","2.6","1"
"Helsinki Kallio 2","2022","10","10","02:00","52.2","3","2.4","1"
"Helsinki Kallio 2","2022","10","10","03:00","52.4","4.1","3.3","1"
"Helsinki Kallio 2","2022","10","10","04:00","53","3.9","2.9","1"
"Helsinki Kallio 2","2022","10","10","05:00","49.6","5.2","3.8","1"
"Helsinki Kallio 2","2022","10","10","06:00","51.4","4.5","3.3","1"
"Helsinki Kallio 2","2022","10","10","07:00","50.6","5.2","3.5","1"
"Helsinki Kallio 2","2022","10","10","08:00","48","6.9","4.6","1"
"Helsinki Kallio 2","2022","10","10","09:00","46.1","7.3","4.3","1"
"Helsinki Kallio 2","2022","10","10","10:00","47.8","6.2","3.7","1"
"Helsinki Kallio 2","2022","10","10","11:00","42.8","7.7","4.6","1"
"Helsinki Kallio 2","2022","10","10","12:00","40.8","6.2","3.7","1"
"Helsinki Kallio 2","2022","10","10","13:00","43.8","6","2.8","1"
"Helsinki Kallio 2","2022","10","10","14:00","44.3","7.7","4.1","1"
"Helsinki Kallio 2","2022","10","10","15:00","46.5","9.2","4.9","1"
"Helsinki Kallio 2","2022","10","10","16:00","45","8.7","4.5","1"
"Helsinki Kallio 2","2022","10","10","17:00","51.4","8.7","3.7","1"
"Helsinki Kallio 2","2022","10","10","18:00","53.5","8.4","3","1"
"Helsinki Kallio 2","2022","10","10","19:00","57.1","7.9","3","1"
"Helsinki Kallio 2","2022","10","10","20:00","54","7.3","3.5","1"
"Helsinki Kallio 2","2022","10","10","21:00","57.5","6.3","2.6","1"
"Helsinki Kallio 2","2022","10","10","22:00","53.9","5.6","1.8","1"
"Helsinki Kallio 2","2022","10","10","23:00","49.7","7.3","3.3","1"
"Helsinki Kallio 2","2022","10","11","00:00","45.2","5.7","3.2","1"
"Helsinki Kallio 2","2022","10","11","01:00","46.1","5.9","2.8","1"
"Helsinki Kallio 2","2022","10","11","02:00","47","6.5","2.6","1"
"Helsinki Kallio 2","2022","10","11","03:00","44.9","5.7","1.7","1"
"Helsinki Kallio 2","2022","10","11","04:00","44.5","5.9","2","1"
"Helsinki Kallio 2","2022","10","11","05:00","45","6.2","2.3","1"
"Helsinki Kallio 2","2022","10","11","06:00","44.1","6.1","3","1"
"Helsinki Kallio 2","2022","10","11","07:00","41","6.4","3","1"
"Helsinki Kallio 2","2022","10","11","08:00","36.5","7.1","3.2","1"
"Helsinki Kallio 2","2022","10","11","09:00","32.4","9.8","4.3","1"
"Helsinki Kallio 2","2022","10","11","10:00","26.6","10.9","4.4","1"
"Helsinki Kallio 2","2022","10","11","11:00","19.5","12.5","5.3","1"
"Helsinki Kallio 2","2022","10","11","12:00","24.7","10.5","5.5","1"
"Helsinki Kallio 2","2022","10","11","13:00","25.1","7","4.4","1"
"Helsinki Kallio 2","2022","10","11","14:00","28.4","6.8","4.6","1"
"Helsinki Kallio 2","2022","10","11","15:00","35","7.8","6.2","1"
"Helsinki Kallio 2","2022","10","11","16:00","61.7","4.4","3.1","2"
"Helsinki Kallio 2","2022","10","11","17:00","58.3","3.7","4.2","1"
"Helsinki Kallio 2","2022","10","11","18:00","57.4","4.4","3.9","1"
"Helsinki Kallio 2","2022","10","11","19:00","55.4","6.2","4.7","1"
"Helsinki Kallio 2","2022","10","11","20:00","51.9","6.3","4.7","1"
"Helsinki Kallio 2","2022","10","11","21:00","47.5","4.1","3.6","1"
"Helsinki Kallio 2","2022","10","11","22:00","45.9","4.6","4.1","1"
"Helsinki Kallio 2","2022","10","11","23:00","44","4.7","4.1","1"
"Helsinki Kallio 2","2022","10","12","00:00","41.9","4.5","3.8","1"
"Helsinki Kallio 2","2022","10","12","01:00","43.1","4.2","3.4","1"
"Helsinki Kallio 2","2022","10","12","02:00","46.3","2.6","2.6","1"
"Helsinki Kallio 2","2022","10","12","03:00","49.2","1.1","1.6","1"
"Helsinki Kallio 2","2022","10","12","04:00","-","2.3","2.2","1"
"Helsinki Kallio 2","2022","10","12","05:00","42.6","2.7","2.6","1"
"Helsinki Kallio 2","2022","10","12","06:00","39.5","3.4","3.1","1"
"Helsinki Kallio 2","2022","10","12","07:00","30.8","2.6","2.5","1"
"Helsinki Kallio 2","2022","10","12","08:00","23.5","4.1","3.2","1"
"Helsinki Kallio 2","2022","10","12","09:00","15.9","5.2","4.2","1"
"Helsinki Kallio 2","2022","10","12","10:00","25.1","5.8","3.5","1"
"Helsinki Kallio 2","2022","10","12","11:00","38.9","6.2","3.9","1"
"Helsinki Kallio 2","2022","10","12","12:00","49.7","3.1","0.9","1"
"Helsinki Kallio 2","2022","10","12","13:00","59","1.9","0.5","1"
"Helsinki Kallio 2","2022","10","12","14:00","61.6","3.3","1.3","2"
"Helsinki Kallio 2","2022","10","12","15:00","60.2","3.6","2.1","2"
"Helsinki Kallio 2","2022","10","12","16:00","60.2","4.1","1.3","2"
"Helsinki Kallio 2","2022","10","12","17:00","61.1","3.3","2","2"
"Helsinki Kallio 2","2022","10","12","18:00","61.5","4.6","2.6","2"
"Helsinki Kallio 2","2022","10","12","19:00","55","5.6","3.2","1"
"Helsinki Kallio 2","2022","10","12","20:00","44.5","7.1","4.2","1"
"Helsinki Kallio 2","2022","10","12","21:00","40.7","8.5","4.8","1"
"Helsinki Kallio 2","2022","10","12","22:00","45.8","6.2","4.1","1"
"Helsinki Kallio 2","2022","10","12","23:00","40.4","5.6","3.1","1"
"Helsinki Kallio 2","2022","10","13","00:00","34.4","7.9","4.8","1"
"Helsinki Kallio 2","2022","10","13","01:00","28.1","9.5","5.4","1"
"Helsinki Kallio 2","2022","10","13","02:00","38.2","6.4","4","1"
"Helsinki Kallio 2","2022","10","13","03:00","28.7","6.2","2.7","1"
"Helsinki Kallio 2","2022","10","13","04:00","24.2","6.3","2.5","1"
"Helsinki Kallio 2","2022","10","13","05:00","12.6","10.6","6.8","1"
"Helsinki Kallio 2","2022","10","13","06:00","0.5","12.8","6.3","1"
"Helsinki Kallio 2","2022","10","13","07:00","0.3","16.8","6.1","2"
"Helsinki Kallio 2","2022","10","13","08:00","0.6","34.9","13.1","2"
"Helsinki Kallio 2","2022","10","13","09:00","8.3","18.6","5.5","2"
"Helsinki Kallio 2","2022","10","13","10:00","29.5","9.8","4","1"
"Helsinki Kallio 2","2022","10","13","11:00","39.6","6.9","3.5","1"
"Helsinki Kallio 2","2022","10","13","12:00","48.1","4.5","3.2","1"
"Helsinki Kallio 2","2022","10","13","13:00","45.8","6.5","3.7","1"
"Helsinki Kallio 2","2022","10","13","14:00","48.1","7.4","4","1"
"Helsinki Kallio 2","2022","10","13","15:00","39.3","9.2","4.4","1"
"Helsinki Kallio 2","2022","10","13","16:00","43.4","8.7","3.8","1"
"Helsinki Kallio 2","2022","10","13","17:00","43.3","8","3.9","1"
"Helsinki Kallio 2","2022","10","13","18:00","42.5","6.5","3.7","1"
"Helsinki Kallio 2","2022","10","13","19:00","44.3","7.1","3.9","1"
"Helsinki Kallio 2","2022","10","13","20:00","36.8","6.9","3.9","1"
"Helsinki Kallio 2","2022","10","13","21:00","39.8","6.3","3.3","1"
"Helsinki Kallio 2","2022","10","13","22:00","39.8","6.4","3.7","1"
"Helsinki Kallio 2","2022","10","13","23:00","38.4","6.2","3.5","1"
"Helsinki Kallio 2","2022","10","14","00:00","50.1","5.9","3.7","1"
"Helsinki Kallio 2","2022","10","14","01:00","54.1","5","3.2","1"
"Helsinki Kallio 2","2022","10","14","02:00","53.8","4.2","2.3","1"
"Helsinki Kallio 2","2022","10","14","03:00","56.1","4.5","2.4","1"
"Helsinki Kallio 2","2022","10","14","04:00","48.8","4.8","2.6","1"
"Helsinki Kallio 2","2022","10","14","05:00","48.1","5.5","2.9","1"
"Helsinki Kallio 2","2022","10","14","06:00","48.4","6.5","3.8","1"
"Helsinki Kallio 2","2022","10","14","07:00","46.3","7.1","3.8","1"
"Helsinki Kallio 2","2022","10","14","08:00","36.5","8.7","4.9","1"
"Helsinki Kallio 2","2022","10","14","09:00","23.6","11.9","7","1"
"Helsinki Kallio 2","2022","10","14","10:00","22.9","13.2","8","1"
"Helsinki Kallio 2","2022","10","14","11:00","22.1","14.2","8.7","1"
"Helsinki Kallio 2","2022","10","14","12:00","18.9","13.4","9.1","1"
"Helsinki Kallio 2","2022","10","14","13:00","28.4","12.4","8.4","1"
"Helsinki Kallio 2","2022","10","14","14:00","27.5","11.6","8.2","1"
"Helsinki Kallio 2","2022","10","14","15:00","25.2","11.2","7.9","1"
"Helsinki Kallio 2","2022","10","14","16:00","28.1","11.2","7.4","1"
"Helsinki Kallio 2","2022","10","14","17:00","33.9","10.1","7.4","1"
"Helsinki Kallio 2","2022","10","14","18:00","31.8","9.3","7.4","1"
"Helsinki Kallio 2","2022","10","14","19:00","33.8","9.9","7.2","1"
"Helsinki Kallio 2","2022","10","14","20:00","23.1","9.8","8","1"
"Helsinki Kallio 2","2022","10","14","21:00","38.6","8.3","8","1"
"Helsinki Kallio 2","2022","10","14","22:00","26.7","8.7","8.7","1"
"Helsinki Kallio 2","2022","10","14","23:00","44.4","9.7","9.2","1"
"Helsinki Kallio 2","2022","10","15","00:00","42.9","10.4","9","1"
"Helsinki Kallio 2","2022","10","15","01:00","41.6","12.1","9.8","1"
"Helsinki Kallio 2","2022","10","15","02:00","37.5","11.1","9.7","1"
"Helsinki Kallio 2","2022","10","15","03:00","39.6","11.9","10.3","2"
"Helsinki Kallio 2","2022","10","15","04:00","42.4","15.4","11.1","2"
"Helsinki Kallio 2","2022","10","15","05:00","39.1","14.7","11.9","2"
"Helsinki Kallio 2","2022","10","15","06:00","40.3","14.9","12.3","2"
"Helsinki Kallio 2","2022","10","15","07:00","40.4","14.2","11.3","2"
"Helsinki Kallio 2","2022","10","15","08:00","38.5","15","11.9","2"
"Helsinki Kallio 2","2022","10","15","09:00","25.3","16.1","12.3","2"
"Helsinki Kallio 2","2022","10","15","10:00","30","18.5","15.1","2"
"Helsinki Kallio 2","2022","10","15","11:00","38.7","19.4","16.9","2"
"Helsinki Kallio 2","2022","10","15","12:00","35.3","18.5","17.1","2"
"Helsinki Kallio 2","2022","10","15","13:00","30.2","19.7","16.5","2"
"Helsinki Kallio 2","2022","10","15","14:00","29.7","19.9","16.1","2"
"Helsinki Kallio 2","2022","10","15","15:00","31.9","22.2","18","2"
"Helsinki Kallio 2","2022","10","15","16:00","30.4","21.5","16.6","2"
"Helsinki Kallio 2","2022","10","15","17:00","22.8","21","16.2","2"
"Helsinki Kallio 2","2022","10","15","18:00","10.5","20.8","16.1","2"
"Helsinki Kallio 2","2022","10","15","19:00","21.1","19.9","15.5","2"
"Helsinki Kallio 2","2022","10","15","20:00","22.6","17.9","14.1","2"
"Helsinki Kallio 2","2022","10","15","21:00","22.8","17.4","13.1","2"
"Helsinki Kallio 2","2022","10","15","22:00","21.2","16.8","12.6","2"
"Helsinki Kallio 2","2022","10","15","23:00","33.7","17.1","12.8","2"
"Helsinki Kallio 2","2022","10","16","00:00","29.4","19.1","15.7","2"
"Helsinki Kallio 2","2022","10","16","01:00","34.9","19.1","16.1","2"
"Helsinki Kallio 2","2022","10","16","02:00","34.5","19","15.6","2"
"Helsinki Kallio 2","2022","10","16","03:00","34.9","18.9","15.2","2"
"Helsinki Kallio 2","2022","10","16","04:00","35.1","18.2","14.4","2"
"Helsinki Kallio 2","2022","10","16","05:00","36.4","19.6","16","2"
"Helsinki Kallio 2","2022","10","16","06:00","36.1","19.8","16.5","2"
"Helsinki Kallio 2","2022","10","16","07:00","35.2","16.7","13.7","2"
"Helsinki Kallio 2","2022","10","16","08:00","36","15.8","13.3","2"
"Helsinki Kallio 2","2022","10","16","09:00","34.8","13.7","12.7","2"
"Helsinki Kallio 2","2022","10","16","10:00","26.1","12.1","11.9","2"
"Helsinki Kallio 2","2022","10","16","11:00","29.3","9.7","9.9","1"
"Helsinki Kallio 2","2022","10","16","12:00","27.8","12.8","12.3","2"
"Helsinki Kallio 2","2022","10","16","13:00","24","13.9","13.4","2"
"Helsinki Kallio 2","2022","10","16","14:00","25.1","11.8","11.3","2"
"Helsinki Kallio 2","2022","10","16","15:00","19.1","10.5","10.2","2"
"Helsinki Kallio 2","2022","10","16","16:00","31.2","10.5","10.1","2"
"Helsinki Kallio 2","2022","10","16","17:00","38.1","11.5","10.4","2"
"Helsinki Kallio 2","2022","10","16","18:00","32.5","11.9","11.7","2"
"Helsinki Kallio 2","2022","10","16","19:00","24.5","8.2","8.5","1"
"Helsinki Kallio 2","2022","10","16","20:00","23.7","8.5","7.9","1"
"Helsinki Kallio 2","2022","10","16","21:00","41","6.3","5.8","1"
"Helsinki Kallio 2","2022","10","16","22:00","38.5","5.6","5","1"
"Helsinki Kallio 2","2022","10","16","23:00","47.7","4.7","3","1"
"Helsinki Kallio 2","2022","10","17","00:00","57","2.7","2.4","1"
"Helsinki Kallio 2","2022","10","17","01:00","86.2","-2.9","-1.7","2"
"Helsinki Kallio 2","2022","10","17","02:00","74.1","5.1","1.9","2"
"Helsinki Kallio 2","2022","10","17","03:00","72.4","3.5","1.5","2"
"Helsinki Kallio 2","2022","10","17","04:00","70.3","4.3","1.4","2"
"Helsinki Kallio 2","2022","10","17","05:00","69.1","6.5","2.6","2"
"Helsinki Kallio 2","2022","10","17","06:00","67.7","4.3","2.5","2"
"Helsinki Kallio 2","2022","10","17","07:00","66.5","4.8","3.1","2"
"Helsinki Kallio 2","2022","10","17","08:00","62","7.1","5.4","2"
"Helsinki Kallio 2","2022","10","17","09:00","57.5","6.5","6.7","1"
"Helsinki Kallio 2","2022","10","17","10:00","54","4.5","4.8","1"
"Helsinki Kallio 2","2022","10","17","11:00","51.5","5.1","5.2","1"
"Helsinki Kallio 2","2022","10","17","12:00","52.7","5","4.9","1"
"Helsinki Kallio 2","2022","10","17","13:00","52","6","5.1","1"
"Helsinki Kallio 2","2022","10","17","14:00","53","3.3","2.6","1"
"Helsinki Kallio 2","2022","10","17","15:00","52.7","3.3","2.5","1"
"Helsinki Kallio 2","2022","10","17","16:00","51.5","3.7","2.4","1"
"Helsinki Kallio 2","2022","10","17","17:00","52.7","3.4","2.1","1"
"Helsinki Kallio 2","2022","10","17","18:00","48.7","4.3","2.8","1"
"Helsinki Kallio 2","2022","10","17","19:00","43.6","5.6","3.6","1"
"Helsinki Kallio 2","2022","10","17","20:00","43.1","6.4","3","1"
"Helsinki Kallio 2","2022","10","17","21:00","44.1","4.7","2.8","1"
"Helsinki Kallio 2","2022","10","17","22:00","44","4","2","1"
"Helsinki Kallio 2","2022","10","17","23:00","43.2","4.1","1.7","1"
"Helsinki Kallio 2","2022","10","18","00:00","45.9","3.5","1.5","1"
"Helsinki Kallio 2","2022","10","18","01:00","51","5.1","2.5","1"
"Helsinki Kallio 2","2022","10","18","02:00","54.3","5.4","1.7","1"
"Helsinki Kallio 2","2022","10","18","03:00","54.6","5.5","1.6","1"
"Helsinki Kallio 2","2022","10","18","04:00","61.5","3.1","0.5","2"
"Helsinki Kallio 2","2022","10","18","05:00","69.4","0.7","-0.3","2"
"Helsinki Kallio 2","2022","10","18","06:00","66.1","1.9","1.1","2"
"Helsinki Kallio 2","2022","10","18","07:00","58.3","2.1","1.1","1"
"Helsinki Kallio 2","2022","10","18","08:00","48","2.3","1.7","1"
"Helsinki Kallio 2","2022","10","18","09:00","44.3","3.2","2.6","1"
"Helsinki Kallio 2","2022","10","18","10:00","43.1","2.1","1.8","1"
"Helsinki Kallio 2","2022","10","18","11:00","46.3","2.7","2.2","1"
"Helsinki Kallio 2","2022","10","18","12:00","49.7","2.9","2.3","1"
"Helsinki Kallio 2","2022","10","18","13:00","50.7","1.3","0.9","1"
"Helsinki Kallio 2","2022","10","18","14:00","54.4","0.1","0.3","1"
"Helsinki Kallio 2","2022","10","18","15:00","59.1","1.4","1","1"
"Helsinki Kallio 2","2022","10","18","16:00","55","2.8","1.3","1"
"Helsinki Kallio 2","2022","10","18","17:00","52.3","3.1","0.9","1"
"Helsinki Kallio 2","2022","10","18","18:00","52","4.4","2.9","1"
"Helsinki Kallio 2","2022","10","18","19:00","50.3","1.6","2.2","1"
"Helsinki Kallio 2","2022","10","18","20:00","50.1","1.3","1.1","1"
"Helsinki Kallio 2","2022","10","18","21:00","47.9","2.9","2.5","1"
"Helsinki Kallio 2","2022","10","18","22:00","44.6","1.4","1.4","1"
"Helsinki Kallio 2","2022","10","18","23:00","41.8","-0.2","0.4","1"
"Helsinki Kallio 2","2022","10","19","00:00","37.6","1.6","1.6","1"
"Helsinki Kallio 2","2022","10","19","01:00","42.3","-0.5","0.6","1"
"Helsinki Kallio 2","2022","10","19","02:00","50.1","1.6","1.4","1"
"Helsinki Kallio 2","2022","10","19","03:00","47.5","2.3","1.2","1"
"Helsinki Kallio 2","2022","10","19","04:00","45.6","6.7","5.5","1"
"Helsinki Kallio 2","2022","10","19","05:00","44.2","3.2","2.9","1"
"Helsinki Kallio 2","2022","10","19","06:00","42.2","2.4","1.9","1"
"Helsinki Kallio 2","2022","10","19","07:00","35.9","4","3.8","1"
"Helsinki Kallio 2","2022","10","19","08:00","30.2","3.9","3.2","1"
"Helsinki Kallio 2","2022","10","19","09:00","30.8","3.9","2.6","1"
"Helsinki Kallio 2","2022","10","19","10:00","36.7","4.5","2.6","1"
"Helsinki Kallio 2","2022","10","19","11:00","40.5","5.8","2.8","1"
"Helsinki Kallio 2","2022","10","19","12:00","46.8","4.9","2.4","1"
"Helsinki Kallio 2","2022","10","19","13:00","49.4","3.7","2.1","1"
"Helsinki Kallio 2","2022","10","19","14:00","52.2","0.2","0.3","1"
"Helsinki Kallio 2","2022","10","19","15:00","50.6","7.3","3.3","1"
"Helsinki Kallio 2","2022","10","19","16:00","50.2","6.2","1.6","1"
"Helsinki Kallio 2","2022","10","19","17:00","50.2","4","1.8","1"
"Helsinki Kallio 2","2022","10","19","18:00","46.9","6.2","2.5","1"
"Helsinki Kallio 2","2022","10","19","19:00","40.2","6.2","3.2","1"
"Helsinki Kallio 2","2022","10","19","20:00","41.5","5.6","2.8","1"
"Helsinki Kallio 2","2022","10","19","21:00","36.4","6.2","3","1"
"Helsinki Kallio 2","2022","10","19","22:00","33.7","6.6","3.7","1"
